,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
750,4070045,HILLCREST COMMUNITIES LP,Blair,Ground water,350,9,4,0.0,0.0,0.0,0.0,Private,98,Urban,0,133,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
751,4070047,SPROUL WATER ASSN,Blair,Ground water,180,3,4,0.0,0.0,0.0,0.0,Private,65,Urban,0,54,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
752,4070050,APPLE BLOSSOM LANE MHP,Blair,Ground water,31,3,4,0.0,0.0,0.0,0.0,Private,25,Urban,0,31,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
753,4070054,AUTUMN EST,Blair,Ground water,35,3,2,0.0,0.0,0.0,0.0,Private,1,Rural,2,5,1,0,0,1,1,0.722134746360665,0.7739339265213672,0.5550010267384162,1.2778652536393351
754,4070056,VAIL WATER ASSN,Blair,Ground water,98,3,3,0.0,0.0,0.0,0.0,Private,35,Rural,0,182,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
755,4070058,GREENFIELD TWP MUNI AUTH,Blair,Ground water,2500,4,62,4.838709677,3.225806452,1.612903226,0.0,Local government,750,Urban,2,9,0,1,1,0,1,0.3952691556507649,1.6081871099257141,0.9432644180451148,1.604730844349235
756,4070060,BEL AIR PARK APTS,Blair,Ground water,44,4,1,0.0,0.0,0.0,0.0,Private,22,Urban,1,51,0,1,0,1,1,0.5167053555072212,0.3891022616285223,0.3184826581381152,0.4832946444927788
757,4070297,ORE HILL WATER ASSN,Blair,Ground water,80,3,7,0.0,0.0,0.0,0.0,Private,43,Rural,0,2,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
758,4070298,CURRYVILLE WATER AUTH,Blair,Ground water,85,4,11,0.0,0.0,0.0,0.0,Local government,34,Rural,1,88,1,0,1,1,1,0.7274563056956893,0.1640164724111601,0.1490115548289428,0.2725436943043107
759,4110001,TEAKETTLE RUN WATER AUTH,Cambria,Ground water,92,3,110,3.6363636360000005,0.9090909090000001,0.0,0.0,Local government,42,Rural,0,5,1,0,1,1,1,0.6957402407070771,-0.4351769127770377,-0.8229066692002095,-0.6957402407070771
760,4110003,NORTHERN CAMBRIA MUNI WATER,Cambria,Ground water,4500,13,2883,4.543877905,0.034686091,0.0,0.0,Local government,2253,Urban,0,0,0,1,1,0,1,0.38405369507949333,-0.39384419296212736,-0.6868919914804749,-0.38405369507949333
761,4110004,CARROLLTOWN BORO MUNI AUTH,Cambria,Ground water,1049,11,80,2.5,1.25,0.0,1.25,Local government,597,Urban,0,2,0,1,1,0,1,0.4009268380773438,-0.39723468191698846,-0.6966166659897678,-0.4009268380773438
762,4110005,KINGS II MOBILE HOME PARK,Cambria,Ground water,209,7,4,0.0,0.0,0.0,0.0,Private,69,Rural,0,193,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
763,4110006,CAMBRIA TWP WATER AUTH,Cambria,Surface water,1000,4,45,4.444444444,6.666666667,4.444444444,0.0,Local government,452,Rural,0,3,1,0,1,0,0,1.2902627610953923,-0.4653359911311047,-0.9637700798014985,-1.2902627610953923
764,4110007,SANKERTOWN BORO WATER SYS,Cambria,Ground water purchased,675,2,123,4.06504065,13.82113821,8.130081301,3.25203252,Local government,311,Urban,0,0,0,1,1,0,1,0.44638297406983796,-0.40544257768626357,-0.7210265490737074,-0.44638297406983796
765,4110009,EBENSBURG BORO MUNI AUTH,Cambria,Surface water,8500,9,3362,3.926234384,2.320047591,0.594883998,1.308744795,Local government,2100,Rural,10,22,1,0,1,0,0,1.242805243652259,3.2684468363587054,1.5128215769970281,8.75719475634774
766,4110010,N E TRAILER COURT,Cambria,Ground water,81,4,1,0.0,0.0,0.0,0.0,Private,27,Rural,0,30,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
767,4110011,GALLITZIN BORO WATER AUTH,Cambria,Surface water,3130,10,104,2.884615385,3.8461538460000004,0.0,1.9230769230000002,Local government,933,Urban,0,0,0,1,1,0,0,0.9175650261527502,-0.45024307178035294,-0.8864387984734269,-0.9175650261527502
768,4110013,HASTINGS MUNI AUTH,Cambria,Surface water,2100,8,103,1.9417475730000002,0.970873786,0.0,0.970873786,Local government,704,Urban,0,3,0,1,1,0,0,0.9031144355291961,-0.44944935147157483,-0.8828074952086775,-0.9031144355291961
769,4110017,HIGHLAND S & W AUTH BEAVERDAM,Cambria,Surface water,24310,14,6073,4.0836489380000005,3.3591305780000003,1.119710193,1.185575498,Local government,9704,Rural,0,1,1,0,1,0,0,1.2533643997997128,-0.4641907001132978,-0.9572450709203163,-1.2533643997997128
770,4110020,MARSTELLER COMM WATER AUTH,Cambria,Groundwater under influence of surface water,75,4,40,2.5,2.5,0.0,0.0,Local government,56,Rural,7,117,1,0,1,1,1,0.7193827054950027,3.8164490883289925,1.6640257289621134,6.280617294504998
771,4110021,JACKSON TWP WATER AUTH,Cambria,Surface water purchased,3198,5,678,3.83480826,0.589970501,0.147492625,0.442477876,Local government,1450,Rural,11,19,1,0,1,0,0,1.2223179018419579,3.7051179981526983,1.6359819425036732,9.777682098158042
772,4110023,NANTY GLO WATER AUTH,Cambria,Surface water,4076,4,2076,5.394990366,1.6377649330000001,0.096339114,0.7225433529999999,Local government,1630,Urban,9,27,0,1,1,0,0,0.8639157004548382,4.211454676779923,1.7687983881292053,8.136084299545162
773,4110024,PATTON BORO WATER DEPT,Cambria,Surface water,2290,7,93,2.150537634,1.075268817,0.0,1.075268817,Local government,891,Urban,10,34,0,1,1,0,0,0.9012946535857743,4.536234724702677,1.8507347615207135,9.098705346414226
774,4110026,TRI TWP WATER AUTH,Cambria,Surface water purchased,1227,2,232,5.603448276,0.8620689659999999,0.0,0.43103448299999997,Local government,270,Rural,0,2,1,0,1,0,0,1.193989345368919,-0.46221913209416565,-0.9463043401173228,-1.193989345368919
775,4110027,PORTAGE BORO MUNI AUTH,Cambria,Surface water,7600,9,3339,4.43246481,1.82689428,0.539083558,0.389338125,Local government,2625,Rural,0,3,1,0,1,0,0,1.2271872361980278,-0.4633419081625491,-0.9524908683790938,-1.2271872361980278
776,4110030,CRESSON BORO WATER SYS,Cambria,Ground water purchased,1631,2,205,3.902439024,14.14634146,8.292682927000001,2.926829268,Local government,835,Urban,0,4,0,1,1,0,1,0.44897753116492634,-0.4058746763371916,-0.7223480550154828,-0.44897753116492634
777,4110033,ADAMS TWP WATER AUTH,Cambria,Surface water purchased,2000,6,168,5.952380952,1.785714286,0.0,1.785714286,Local government,632,Rural,0,2,1,0,1,0,0,1.1992727206337563,-0.4624014224391379,-0.9473010290042374,-1.1992727206337563
778,4110034,GREATER JOHNSTOWN WA RIVERSIDE,Cambria,Surface water,49500,8,39470,7.301748162999999,13.66860907,7.061059032,1.872308082,Local government,21569,Rural,0,6,1,0,1,0,0,1.3299815388130052,-0.46650650965194956,-0.9705753086625459,-1.3299815388130052
779,4110038,CRESSON TWP MUNI AUTH,Cambria,Ground water,2500,8,1101,3.6330608539999996,13.98728429,8.083560400000001,2.9064486830000003,Local government,655,Urban,0,1,0,1,1,0,1,0.45003346577238673,-0.40604949749783403,-0.7228838093271335,-0.45003346577238673
780,4110041,SOUTHWESTERN CAMBRIA CNTY AUTH,Cambria,Surface water purchased,4400,4,2650,4.3018867919999995,3.698113208,1.2452830190000002,0.6415094339999999,Local government,1400,Rural,0,4,1,0,1,0,0,1.2537161832460355,-0.4642018963954698,-0.9573082397720337,-1.2537161832460355
781,4110042,DEAN TWP WATER SYSTEM,Cambria,Ground water,216,3,518,3.474903475,3.667953668,0.193050193,1.158301158,Local government,76,Rural,0,1,1,0,1,1,1,0.7176971570742011,-0.437000276846148,-0.8300562779675532,-0.7176971570742011
782,4110043,EAST TAYLOR MUNI AUTH,Cambria,Surface water purchased,3152,4,1095,2.6484018259999997,6.02739726,2.1917808219999997,1.917808219,Local government,1080,Rural,7,13,1,0,1,0,0,1.316380513337814,2.012493298436579,1.1043326256555577,5.683619486662186
783,4110046,LILLY MUNI WATER WORKS,Cambria,Surface water purchased,1388,6,67,2.985074627,1.4925373130000001,0.0,0.0,Local government,627,Urban,0,21,0,1,1,0,0,0.8940575038016829,-0.4489410189900869,-0.8805007603897999,-0.8940575038016829
784,4110058,WEST CARROLL W AUTH BAKERTON,Cambria,Surface water,670,5,57,1.754385965,1.754385965,0.0,1.754385965,Local government,280,Rural,0,23,1,0,1,0,0,1.2760374382454789,-0.46490129916387696,-0.9612783235861678,-1.2760374382454789
785,4110060,GLENDALE VALLEY MUNICIPAL AUTH,Cambria,Ground water purchased,3200,14,141,3.5460992910000004,2.127659574,0.709219858,0.709219858,Private,803,Rural,0,5,1,0,0,0,1,0.5526667410332696,-0.4206097938131432,-0.7699365910880217,-0.5526667410332696
786,4110061,W CARROLL TWP W AUTH ST BENED,Cambria,Surface water,488,9,38,2.631578947,2.631578947,0.0,0.0,Local government,108,Rural,0,15,1,0,1,1,0,1.610795362635849,-0.47330622966288216,-1.0132358766830203,-1.610795362635849
787,4110067,FEDERAL CORR INSTITUTE LORETTO,Cambria,Ground water,1500,4,8,0.0,25.0,12.5,12.5,Federal government,6,Urban,0,3,0,1,1,1,1,0.67494871233584,-0.4333638395164669,-0.8159238114150182,-0.67494871233584
788,4110077,BLACKLICK VALLEY MUNI AUTH,Cambria,Surface water purchased,1650,10,718,4.874651811000001,2.646239554,1.114206128,0.8356545959999999,Local government,780,Rural,3,5,1,0,1,0,0,1.229577366299693,0.6672622135826322,0.49510352827385345,1.770422633700307
789,4110297,READE TWP MUNI AUTH,Cambria,Ground water,1746,5,112,3.571428571,2.6785714290000002,0.892857143,0.892857143,Local government,563,Rural,2,20,1,0,1,0,1,0.5597255663269045,1.0844957977311136,0.71426195581975,1.4402744336730955
790,4110299,CROYLE TWP WATER AUTH,Cambria,Surface water purchased,950,7,267,2.996254682,1.872659176,0.374531835,0.374531835,Private,365,Rural,0,1,1,0,0,0,0,1.2450753314445853,-0.46392528879011347,-0.9557511450421475,-1.2450753314445853
791,4110800,SAINT FRANCIS UNIVERSITY,Cambria,Ground water,2072,5,107,2.803738318,22.42990654,13.08411215,7.476635514,Public/Private,37,Rural,0,1,1,0,0,1,1,0.8745133455625035,-0.4478143775556451,-0.8754395625887281,-0.8745133455625035
792,4140014,MOUNT EAGLE WATER ASSOC,Centre,Ground water,130,4,18,0.0,0.0,0.0,0.0,Private,41,Rural,0,13,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
793,4140043,MARTHA FURNACE MOBILEHOME PARK,Centre,Ground water,100,5,1,0.0,0.0,0.0,0.0,Private,48,Rural,0,71,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
794,4140046,BLACK HAWK MOBILE HOME PARK,Centre,Ground water,118,6,2,0.0,0.0,0.0,0.0,Private,53,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
795,4140048,LONGVIEW MOBILE HOME PARK,Centre,Ground water,57,4,2,0.0,0.0,0.0,0.0,Private,30,Rural,0,23,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
796,4140057,NITTANY GROVE MOBILE HOME PARK,Centre,Ground water,45,3,7,0.0,14.28571429,0.0,0.0,Private,22,Rural,0,1,1,0,0,1,1,0.8377178133130093,-0.44557602081288034,-0.8655861199706824,-0.8377178133130093
797,4140075,BELLEFONTE BOROUGH WATER AUTH,Centre,Ground water,9500,5,7288,4.6789242589999995,3.869374314,1.989571899,0.8232711309999999,Local government,3203,Urban,0,8,0,1,1,0,1,0.3988675454165366,-0.39683171027750336,-0.6954504087771367,-0.3988675454165366
798,4140077,CENTRE HALL BORO WATER DEPT,Centre,Ground water,1900,11,120,4.166666667,1.6666666669999999,0.0,0.833333333,Local government,788,Rural,0,12,1,0,1,0,1,0.5489934604166345,-0.42016008147535944,-0.7684044102198412,-0.5489934604166345
799,4140078,PENN TWP WATER DIST,Centre,Ground water,300,5,22,4.545454545,4.545454545,0.0,0.0,Local government,93,Rural,0,2,1,0,1,1,1,0.7128437252111641,-0.43660496583235514,-0.8284951009132774,-0.7128437252111641
800,4140079,UNIONVILLE MUNICIPAL WATERWKS,Centre,Ground water,290,8,6,0.0,0.0,0.0,0.0,Local government,145,Rural,0,1,1,0,1,1,1,0.7274563056956893,-0.4377823431139068,-0.8331633864475398,-0.7274563056956893
801,4140080,BOROUGH OF HOWARD,Centre,Ground water,1001,13,57,1.754385965,0.0,0.0,0.0,Local government,409,Rural,0,5,1,0,1,0,1,0.5592543896201746,-0.42140503002395985,-0.7726596040914755,-0.5592543896201746
802,4140081,PAW NITTANY,Centre,Ground water,1600,4,170,2.352941176,2.352941176,0.0,1.764705882,Private,543,Rural,0,0,1,0,0,0,1,0.5638697640183691,-0.4219537306546937,-0.7745487174135216,-0.5638697640183691
803,4140082,COLLEGE TWP. WATER AUTHORITY,Centre,Ground water,6000,12,5170,2.321083172,9.767891683,2.572533849,1.005802708,Local government,2732,Rural,0,2,1,0,1,0,1,0.613819812047925,-0.4274815042763551,-0.794072211376456,-0.613819812047925
804,4140083,MILESBURG BOROUGH WATER AUTH,Centre,Ground water,2750,9,78,6.41025641,2.564102564,0.0,2.564102564,Local government,868,Urban,0,0,0,1,1,0,1,0.38350068006006705,-0.39372955392446285,-0.686566608559282,-0.38350068006006705
805,4140084,MILLHEIM BOROUGH WATER COMPANY,Centre,Surface water,902,4,23,4.347826087,4.347826087,0.0,0.0,Local government,389,Rural,1,39,1,0,1,0,0,1.2613492052719397,-0.09623182652206902,-0.10308909809145551,-0.2613492052719397
806,4140085,ROCK SPRING WATER CO,Centre,Ground water,1000,5,1000,2.9,15.3,1.7,1.9,Private,451,Rural,0,3,1,0,0,0,1,0.6398621197938734,-0.4300951271873628,-0.8036356634897335,-0.6398621197938734
807,4140087,PAW PHILIPSBURG,Centre,Surface water,20095,19,11402,5.034204526,9.83160849,2.034730749,5.542887212999999,Private,7600,Rural,0,0,1,0,0,0,0,1.3121072528395366,-0.46598743292270467,-0.9675400115465637,-1.3121072528395366
808,4140088,PORT MATILDA WATERWORKS,Centre,Ground water,615,5,25,0.0,0.0,0.0,0.0,Local government,251,Rural,0,49,1,0,1,0,1,0.5740229879876532,-0.4231370016131189,-0.77865166104081,-0.5740229879876532
809,4140089,MILES TWP WATER AUTH EAST,Centre,Surface water,425,6,20,5.0,0.0,0.0,0.0,Local government,216,Rural,0,6,1,0,1,0,0,1.1939966164801592,-0.4622193839264204,-0.9463057149946176,-1.1939966164801592
810,4140090,MOUNTAINTOP REGIONAL WA,Centre,Ground water,2950,8,207,2.898550725,0.48309178700000005,0.0,0.48309178700000005,Local government,1300,Rural,1,8,1,0,1,0,1,0.5525954890760577,0.34053632237268855,0.2845131255326743,0.4474045109239423
811,4140092,EMPIRE MOBILE HOME PARK,Centre,Ground water,75,4,2,0.0,0.0,0.0,0.0,Private,38,Rural,0,42,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
812,4140094,HAINES WOODWARD MUNICIPAL AUTH,Centre,Ground water,140,5,36,2.777777778,2.777777778,0.0,0.0,Local government,77,Rural,0,8,1,0,1,1,1,0.7184911882031233,-0.43706454351537316,-0.8303106734437719,-0.7184911882031233
813,4140095,PENN STATE UNIV.,Centre,Ground water,37000,20,13478,29.26250185,23.326903100000003,6.009793738,4.629767028,State government,437,Rural,0,8,1,0,1,0,1,0.4735931035268148,-0.4098010576992132,-0.7345363738637845,-0.4735931035268148
814,4140096,STATE COLLEGE BORO WATER AUTH.,Centre,Surface water,72000,34,52376,9.802199481,20.10844662,4.038109058,3.5493355739999997,Local government,14184,Rural,0,0,1,0,1,0,0,1.3701827506716397,-0.46763040377077775,-0.9772457902428203,-1.3701827506716397
815,4140098,ROCKVIEW,Centre,Surface water,5200,6,160,100.0,64.375,43.75,17.5,State government,27,Urban,1,7,0,1,1,1,0,0.5153408172605964,0.391060681710153,0.31982687376337643,0.48465918273940356
816,4140101,PAW BOGGS,Centre,Groundwater under influence of surface water,80,5,36,5.555555556,2.777777778,0.0,2.777777778,Private,21,Rural,0,0,1,0,0,1,1,0.6843994104480963,-0.43419879866129324,-0.819124272974932,-0.6843994104480963
817,4140104,ORVISTON WATER ASSOC INC,Centre,Ground water,60,5,8,0.0,0.0,0.0,0.0,Private,56,Rural,0,10,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
818,4140107,GREGG TOWNSHIP WATER AUTHORITY,Centre,Groundwater under influence of surface water,670,5,19,5.263157895,0.0,0.0,0.0,Local government,158,Rural,0,16,1,0,1,1,1,0.6727400179999273,-0.4331660295515646,-0.8151693539033578,-0.6727400179999273
819,4140108,HAINES AARONSBURG MUN AUTH,Centre,Groundwater under influence of surface water,550,12,20,5.0,0.0,0.0,0.0,Private,244,Rural,0,4,1,0,0,0,1,0.5290283507360407,-0.417633641366359,-0.759897566936025,-0.5290283507360407
820,4140109,UPPER HALFMOON WATER,Centre,Ground water,1500,14,362,1.1049723759999999,3.3149171269999997,0.27624309399999997,1.1049723759999999,Private,600,Rural,0,4,1,0,0,0,1,0.5801937682963894,-0.4238406131549663,-0.7811105736726991,-0.5801937682963894
821,4140110,MONUMENT WATER ASSOC,Centre,Ground water,140,5,21,0.0,0.0,0.0,0.0,Private,54,Rural,0,15,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
822,4140111,MADISONBURG WATER WORKS,Centre,Groundwater under influence of surface water,250,7,9,0.0,0.0,0.0,0.0,Public/Private,100,Rural,0,4,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
823,4140118,SPRING TWP WATER AUTHORITY,Centre,Ground water,3300,5,740,2.162162162,4.864864865,2.837837838,1.081081081,Local government,1448,Rural,0,10,1,0,1,0,1,0.5847041552031911,-0.4243476751714236,-0.782891621955684,-0.5847041552031911
824,4140119,OAK RIDGE AUTHORITY,Blair,Ground water,700,3,509,1.9646365419999998,1.37524558,0.196463654,0.392927308,Local government,283,Rural,0,7,1,0,1,0,1,0.5655357396576904,-0.42215011071262315,-0.7752268928468564,-0.5655357396576904
825,4140120,WALKER TWP WATER ASSOC,Centre,Ground water,3250,9,1111,2.430243024,3.510351035,0.8100810079999999,2.250225023,Private,1493,Rural,0,1,1,0,0,0,1,0.5700383513421562,-0.42267647056033997,-0.7770500229819947,-0.5700383513421562
826,4140123,HALFMOON WATER ASSOCIATION,Centre,Ground water,300,3,39,5.128205128,2.564102564,0.0,0.0,Private,75,Rural,0,4,1,0,0,1,1,0.6872307713585277,-0.4344453961901093,-0.8200744645152587,-0.6872307713585277
827,4140124,RIDGE CREST COMMUNITY,Centre,Ground water,300,4,2,0.0,0.0,0.0,0.0,Private,105,Rural,0,2,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
828,4140125,COUNTRY CLUB PARK,Centre,Ground water,81,5,2,0.0,0.0,0.0,0.0,Local government,28,Rural,3,15,1,0,1,1,1,0.7274563056956893,1.3676141034612939,0.8450891622057379,2.2725436943043107
829,4140129,EAGLE CREEK,Centre,Ground water,60,3,1,0.0,0.0,0.0,0.0,Private,25,Rural,0,16,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
830,4180035,BEECH CREEK BOROUGH AUTHORITY,Clinton,Ground water,1800,4,54,1.8518518519999998,1.8518518519999998,0.0,0.0,Local government,680,Rural,0,1,1,0,1,0,1,0.5692971031902134,-0.4225902557448903,-0.7767508624708483,-0.5692971031902134
831,4180048,CITY OF LOCK HAVEN WATER DEPT,Clinton,Surface water,9890,7,7775,9.826366559,8.347266881,3.241157556,1.774919614,Local government,3200,Urban,1,4,0,1,1,0,0,0.8672861809778238,0.06846004892168436,0.06559548860211396,0.13271381902217616
832,4180049,SUBURBAN LOCK HAVEN WATER AUTH,Clinton,Surface water purchased,9700,11,3414,10.25190393,7.762155829,4.10076157,1.72817809,Local government,3172,Rural,1,40,1,0,1,0,0,1.1971568629917464,-0.07613977475875096,-0.08032058610935386,-0.1971568629917464
833,4180050,EASTVILLE WATER ASSOCIATION,Clinton,Ground water,75,4,3,0.0,0.0,0.0,0.0,Private,23,Rural,0,96,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
834,4180051,GREENBURR WATER ASSOCIATION,Clinton,Ground water,115,4,5,0.0,0.0,0.0,0.0,Private,42,Rural,1,215,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
835,4180052,LOGANTON BORO WATER SYSTEM,Clinton,Ground water,402,10,36,2.777777778,2.777777778,0.0,0.0,Local government,192,Rural,0,25,1,0,1,1,1,0.7184911882031233,-0.43706454351537316,-0.8303106734437719,-0.7184911882031233
836,4180055,PORTER TOWNSHIP MUNICIPAL AUTH,Clinton,Surface water,425,5,316,3.164556962,1.265822785,0.0,0.632911392,Local government,133,Rural,0,62,1,0,1,1,0,1.5755674088529728,-0.4725720618719326,-1.0083426894353884,-1.5755674088529728
837,4180058,RENOVO BOROUGH WATER AUTHORITY,Clinton,Surface water,1800,8,6,0.0,0.0,0.0,0.0,Local government,865,Rural,0,4,1,0,1,0,0,1.2860704626527921,-0.4652087577541553,-0.9630387951147792,-1.2860704626527921
838,4180059,SOUTH RENOVO WATER SYSTEM,Clinton,Surface water,540,4,4,0.0,0.0,0.0,0.0,Local government,275,Rural,0,55,1,0,1,0,0,1.2860704626527921,-0.4652087577541553,-0.9630387951147792,-1.2860704626527921
839,4180060,CHAPMAN TWP WATER AUTHORITY,Clinton,Surface water purchased,270,9,2,0.0,0.0,0.0,0.0,Local government,125,Rural,0,16,1,0,1,1,0,1.6298303155166833,-0.4736910829119669,-1.0158320244983725,-1.6298303155166833
840,4180062,CRAWFORD TOWNSHIP AUTHORITY,Clinton,Surface water,600,5,51,1.960784314,1.960784314,0.0,0.0,Local government,242,Rural,0,1,1,0,1,0,0,1.2748622401041567,-0.46486500925717406,-0.9610711506514963,-1.2748622401041567
841,4180064,ROTE MUTUAL WATER ASSOCIATION,Clinton,Groundwater under influence of surface water,481,6,75,2.666666667,1.333333333,0.0,0.0,Private,231,Rural,0,20,1,0,0,0,1,0.5553317178535444,-0.4209332284195186,-0.7710419703886847,-0.5553317178535444
842,4180066,BOONEVILLE MUTUAL WATER ASSOC,Clinton,Ground water,87,6,4,0.0,0.0,0.0,0.0,Private,38,Rural,0,77,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
843,4180067,APPALACHIAN UTILITIES INC,Clinton,Ground water,3000,10,2922,1.916495551,3.148528405,0.342231348,1.197809719,Private,1417,Rural,0,11,1,0,0,0,1,0.5722500446543674,-0.42293269702229247,-0.7779403743692916,-0.5722500446543674
844,4180069,BALD EAGLE BOYS CAMP,Clinton,Ground water,43,3,5,0.0,0.0,0.0,0.0,Public/Private,7,Rural,1,11,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
845,4180070,CENT CLINTON CO WATER FIL AUTH,Clinton,Surface water,19261,3,3,0.0,0.0,0.0,0.0,Local government,1,Rural,0,2,1,0,1,1,0,1.6298303155166833,-0.4736910829119669,-1.0158320244983725,-1.6298303155166833
846,4180071,EAGLE RIDGE PERSONAL CARE HOME,Clinton,Ground water,37,3,1,0.0,0.0,0.0,0.0,Private,4,Rural,0,8,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
847,4190008,SUEZ WATER PA INC BLOOMSBURG,Columbia,Surface water,24900,6,11888,8.302489906,12.19717362,5.215343203,3.7853297439999998,Private,5135,Urban,0,0,0,1,0,0,0,0.9166069014793393,-0.4501910915790971,-0.886199871194487,-0.9166069014793393
848,4190011,CATAWISSA MUNICIPAL WATER AUTH,Columbia,Ground water,1644,20,145,2.75862069,6.206896552000001,1.379310345,2.75862069,Local government,625,Urban,0,16,0,1,1,0,1,0.4205035820240224,-0.40092476425781737,-0.7074326321020223,-0.4205035820240224
849,4190012,ORANGEVILLE MUNICIPAL WATER AU,Columbia,Ground water,500,4,14,0.0,0.0,0.0,0.0,Local government,150,Urban,0,1,0,1,1,1,1,0.520513063448037,-0.4165119001702393,-0.7561738633230818,-0.520513063448037
850,4190013,PA AMERICAN WATER BERWICK,Columbia,Ground water,12880,6,10042,5.964947222,7.388966341000001,1.42401912,3.0969926310000004,Private,6255,Urban,0,0,0,1,0,0,1,0.4029285957318397,-0.3976236081277723,-0.6977450024040329,-0.4029285957318397
851,4190014,BENTON MUNICIPAL WATER AUTH,Columbia,Groundwater under influence of surface water,1100,3,40,2.5,2.5,0.0,2.5,Local government,464,Rural,0,12,1,0,1,0,1,0.5676522519383124,-0.42239832798806193,-0.7760856477979576,-0.5676522519383124
852,4190015,WONDERVIEW WATER CO,Columbia,Ground water,350,7,42,2.3809523809999997,7.142857143,2.3809523809999997,2.3809523809999997,Private,161,Rural,1,30,1,0,0,1,1,0.7507499247105759,0.145942091635118,0.13386509040719852,0.2492500752894241
853,4190016,AQUA PA MIFFLIN TOWNSHIP,Columbia,Ground water,1220,6,97,5.154639175,3.092783505,0.0,3.092783505,Private,480,Urban,1,2,0,1,0,0,1,0.3900006807175073,0.617916667300395,0.46406464206462494,0.6099993192824926
854,4190017,MILLVILLE MUNICIPAL AUTHORITY,Columbia,Groundwater under influence of surface water,969,6,59,1.694915254,1.694915254,0.0,1.694915254,Local government,287,Rural,0,7,1,0,1,0,1,0.5696960884698056,-0.42263668317737274,-0.7769119365508683,-0.5696960884698056
855,4190019,BROOKSIDE VILLAGE MHP,Columbia,Ground water,475,7,8,0.0,0.0,0.0,0.0,Private,170,Urban,0,61,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
856,4190020,STONY BROOK CIRCLE MHP,Columbia,Ground water,356,5,15,0.0,0.0,0.0,0.0,Private,185,Urban,3,12,0,1,0,1,1,0.5167053555072212,1.9993094760572605,1.0962067871136147,2.483294644492779
857,4190021,MOUNTAIN VIEW ESTATES,Columbia,Ground water,80,5,3,0.0,0.0,0.0,0.0,Private,36,Rural,0,7,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
858,4190026,SIGNATURE HEALTHCARE BLOOM R&W,Columbia,Ground water,60,3,4,0.0,0.0,0.0,0.0,Public/Private,1,Urban,2,6,0,1,0,1,1,0.5167053555072212,1.1942058688428914,0.765793428320736,1.4832946444927788
859,4190286,HELLERS MOBILE HOME PARK,Columbia,Ground water,37,6,1,0.0,0.0,0.0,0.0,Private,48,Rural,3,43,1,0,0,1,1,0.722134746360665,1.3795798851365018,0.8502950208734603,2.277865253639335
860,4190289,HERITAGE HILLSIDE ESTATES,Columbia,Ground water,90,3,1,0.0,0.0,0.0,0.0,Private,40,Urban,0,24,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
